SKU,Description
BEA-FG1/4,BEAVER BURS FG1/4 100/PK                                    
BEA-FG1157,BEAVER BURS FG1157 100/PK
BEA-FG1157(10),BEAVER BURS FG1157 10/PK
BEA-FG1157(10)hb,BEAVER BURS FG1157 10/PK
BEA-FG1157HB,BEAVER BURS FG1157 100/PK
BEA-FG1557,BEAVER BURS FG1557 100/PK
BEA-FG1557HB,BEAVER BURS FG1557 100/PK
BEA-FG169,BEAVER BURS FG169 100/PK                                    
BEA-FG169(10),BEAVER BURS FG169 10/PK                                    
BEA-FG169HB,BEAVER BURS FG169 100/PK                                    
BEA-FG170,BEAVER BURS FG170                                           
BEA-FG2,BEAVER BURS FG2 100/PK                                      
BEA-FG2(10),BEAVER BURS FG2 10/PK                                      
BEA-FG245,BEAVER BURS FG245 100/PK                                    
BEA-FG245HB,BEAVER BURS FG245 100/PK                                    
BEA-FG257,BEAVER BURS FG257 100/PK
BEA-FG2HB,BEAVER BURS FG2 100/PK                                      
BEA-FG3,Beaver Burs FG3 100/Pk                                      
BEA-FG330,BEAVER BURS FG330 100/PK                                    
BEA-FG330HB,BEAVER BURS FG330 100/PK                                    
BEA-FG331,BEAVER BURS FG331 100/PK                                    
BEA-FG331HB,BEAVER BURS FG331 100/PK                                    
BEA-FG332,Beaver Burs FG332 100/Pk                                      
BEA-FG332HB,Beaver Burs FG332 100/Pk                                      
BEA-FG34,BEAVER BURS FG34 100/PK                                     
BEA-FG3HB,Beaver Burs FG3 100/Pk                                      
BEA-FG4,BEAVER BURS FG4 100/PK                                      
BEA-FG556,BEAVER BURS FG556 100/PK                                    
BEA-FG556(10),BEAVER BURS FG556 10/PK                                    
BEA-FG557,BEAVER BURS FG557 100/PK                                    
BEA-FG557L,BEAVER BURS FG557L 100/PK                                   
BEA-FG558,BEAVER BURS FG558 100/PK                                    
BEA-FG6,BEAVER BURS FG6 100/PK                                      
BEA-FG700,BEAVER BURS FG700 100/PK                                    
BEA-FG701,BEAVER BURS FG701 100/PK                                    
BEA-FG702,BEAVER BURS FG702 100/PK                                    
BEA-FGOS557,BEAVER BURS FGOS557 100/PK                                  
BEA-FGOS701,BEAVER BURS FGOS701 100/PK                                  
BEA-FGOS701(10),BEAVER BURS FGOS701 10/PK                                  
BEA-FGOS702,Beaver Burs Surgical FGOS702 100/Pk                                  
BEA-FGOS702 (10),Beaver Burs Surgical FGOS702 10/Pk                                  
BEA-FGOS8,Beaver Burs Surgical FGOS8 100/Pk
BEA-FGSS2,BEAVER BURS FGSS2 100/PK
BEA-FGSS330,BEAVER BURS FGSS330 100/PK                                  
BEA-FGSS330 (10),BEAVER BURS FGSS330 10/PK                                  
BEA-FGSS331,Beaver Burs FGSS331 100/Pk                                 
BEA-FGSS35,BEAVER BURS FGSS35 100/PK
BEA-FGSS4,BEAVER BURS FGSS4 100/PK
BEA-FGSS557,BEAVER BURS FGSS557 100/PK                                  
BEA-RA1/2,Beaver Burs RA1/2 100/Pk                                     
BEA-RA2,BEAVER BURS RA2 100/PK                                      
BEA-RA2(10),BEAVER BURS RA2 10/PK                                      
BEA-RA3,BEAVER BURS RA3 100/PK                                      
BEA-RA4,BEAVER BURS RA4 100/PK                                      
BEA-RA4(10),BEAVER BURS RA4 100/PK                                      
BEA-RA5,BEAVER BURS RA5 100/PK                                      
BEA-RA6,BEAVER BURS RA6 100/PK                                      
BEA-RA6(10),BEAVER BURS RA6 100/PK                                      
BEA-RA8,BEAVER BURS RA8 100/PK                                      
BEA-RA8(10),BEAVER BURS RA8 10/PK                                      
BEA-RAOS2,BEAVER BURS RAOS2 100/PK
BEA-RAOS4,BEAVER BURS RAOS4 100/PK
BEA-RAOS6,Beaver Burs Surgical RAOS6 100/Pk                                 
BEA-RAOS8,Beaver Burs Surgical RAOS8 100/Pk                                 
BEA-TF7004,Beaver Burs TF7004 100/Pk                                  
BEA-TF7006,BEAVER BURS TF7006 100/PK
BEA-TF7006(10),BEAVER BURS TF7006 10/PK
BEA-TF7008,BEAVER BURS TF7008 100/PK                                   
BEA-TF7214,BEAVER BURS TF7214 100/PK
BEA-TF7404,BEAVER BURS TF7404 100/PK                                   
BEA-TF7406,BEAVER BURS TF7406 100/PK                                   
BEA-TF7408,BEAVER BURS TF7408 100/PK                                   
BEA-TF7901,BEAVER BURS TF7901 100/PK                                   
BEA-TF7901(10),BEAVER BURS TF7901 100/PK                                   
BEA-TF7902,BEAVER BURS TF7902 100/PK                                   
COV-8881400058,COVIDIEN MONOJECT NEEDLE 27 LONG PLASTIC                    
COV-8881400066,COVIDIEN MONOJECT NEEDLE 27 SHORT PLASTIC                  
COV-8881400074,COVIDIEN MONOJECT NEEDLE 30 SHORT PLASTIC                   
COV-8881401056,COVIDIEN MONOJECT NEEDLE 27 LONG METAL                      
COV-8881401064,COVIDIEN MONOJECT NEEDLE 27 SHORT METAL                    
COV-8881401072,COVIDIEN MONOJECT NEEDLE 30 SHORT METAL                     
COV-8881401171         ,COVIDIEN MONOJECT SYRINGE 30 X-SHORT METAL                 
COV-8881412012,COVIDIEN MONOJECT SYRINGE 412 CURVED TIP DISPOSABLE 12ML    
COV-8881450004,COVIDIEN MONOJECT SALIVA EJECTOR 450 250/BX                 
COV-8881471232,COVIDIEN MONOJECT NEEDLES ENDO IRRIGATION 23 GAUGE 25 /BX 
COV-8881511110,COVIDIEN MONOJECT SYRINGE INSULINE SAFETY W NEEDLE 1ML 29G  
COV-8881513843(E),COVIDIEN MONOJECT SYRINGE ENDO IRRIGATION 23 GAUGE          
COV-8881513843(Eu),COVIDIEN MONOJECT SYRINGE ENDO IRRIGATION 23 GAUGE 
COV-8881513850(E),COVIDIEN MONOJECT SYRINGE ENDO IRRIGATION 27 GAUGE 
COV-mistake,COVIDIEN CURITY SPONGES NON WOVEN 4X4                       
CRA-CR3226,CRANBERRY GLOVES CONTOUR PLUS NITRILE PF SMALL              
CRA-CR3227,CRANBERRY GLOVES CONTOUR PLUS NITRILE PF MEDIUM             
CRA-CR3336,CRANBERRY GLOVES LUV NITRILE PF SMALL                       
CRA-CR3446,CRANBERRY GLOVES AQUA SOURCE NITRILE PF SMALL               
CRA-CR7815,CRANBERRY GLOVES SILKCARE LATEX PF EXTRA SMALL              
CRA-CR7816,CRANBERRY GLOVES SILKCARE LATEX PF  SMALL                   
CRA-CR7817,CRANBERRY GLOVES SILKCARE LATEX PF  MEDIUM                  
CWH-232018AA            ,COLTENE-WHALEDENT SWISSFLEX MANDREL 702RA                   
CWH-250006AA            ,COLTENE-WHALEDENT DIATECH INLAY & CROWN PREP KIT            
CWH-250007AA            ,COLTENE-WHALEDENT DIATECH SHAPENING & FINISHING KIT         
CWH-250052AA            ,COLTENE-WHALEDENT DIATECH DIAMOND BURS TOP 13 KIT           
CWH-4843(E),"COLTENE-WHALEDENT PRESIDEN PUTTY, SOFT REGULAR SET VINYL POLYSILOXANE"
CWH-4970,COLTENE-WHALEDENT SPEEDEX PUTTY C  SILICONE 910 ML
CWH-5911                ,COLTENE-WHALEDENT COLTOSOL F ECOPACK 38G                    
CWH-5930,COLTENE-WHALEDENT COLTOSOL F SYRINGE 5/PK                   
CWH-60019803,COLTENE-WHALEDENT DIATECH AESTHETIC DENT BUR KIT            
CWH-60019916,COLTENE-WHALEDENT SHAPEGUARD COMPOSITE POLISHING KT         
CWH-6550,COLTENE-WHALEDENT MIXING TIPS SMALL YELLOW 50ML 40/BX       
CWH-6555,COLTENE-WHALEDENT AFFINIS MIXING TIPS ORAL YELLOW 50ML100/BX
CWH-DB-20SLT,COLTENE WHALEDENT BONDENT COMPLETE KIT TITANIUM             
CWH-H00750,COLTENE-WHALEDENT DAM 6X6 NON-LATEX PURPLE 20/PK
CWH-H00805,COLTENE-WHALEDENT WAX BASEPLATE RED 1LB/BX           
CWH-H00806,COLTENE-WHALEDENT WAX BASEPLATE PINK MED SOFT #3 1LB        
CWH-H00811,COLTENE-WHALEDENT WAX BASEPLATE RED 5LB/BX                  
CWH-H00812,COLTENE-WHALEDENT WAX BASEPLATE PINK MED SOFT 3.5LB/BX      
CWH-H00815,COLTENE-WHALEDENT WAXBOXING RED REG                         
CWH-H00818,COLTENE-WHALEDENT WAX UTILITY STRIPS WHITE 80/BX            
CWH-H00819,COLTENE-WHALEDENT WAX SQUARE ROPES RED 44/BX                
CWH-H00820,COLTENE-WHALEDENT WAX SQUARE ROPES WHITE 44/BX              
CWH-H00822,COLTENE-WHALEDENT WAX BITE BLOCKS OCCLUSAL 100/BX           
CWH-H00825,COLTENE-WHALEDENT WAX BITE WAFERS LIGHT BLUE                
CWH-H00827,COLTENE-WHALEDENT WAX STICKS ORTHODONTIC TRAY               
CWH-H00839,COLTENE-WHALEDENT WAX BITE WAFERS LEMON YELLOW              
CWH-H01223,COLTENE-WHALEDENT GUTTA PERCHA POINTS MED/FINE 20VL         
CWH-H01415,"COLTENE-WHALEDENT RUBBER DAM NAPKINS FRAME SIZE 5&6""       "
CWH-H02146,COLTENE-WHALEDENT DAM 6X6 GREEN THIN RUBBER                 
CWH-H02147,COLTENE-WHALEDENT DAM 6X6 GREEN MEDIUM RUBBER               
CWH-H04642,COLTENE-WHALEDENT DAM 6X6 FIESTA MEDIUM RUBBER
CWH-H05032,COLTENE-WHALEDENT ENDO ICE SPRAY                            
CWH-H05690,COLTENE-WHALEDENT HYGENIC #14 Winged Partially Erupter or irregulary shaped molar                     
CWH-H07082,"COLTENE-WHALEDENT U-SHAPED DAM 5"""
CWH-H09105,COLTENE-WHALEDENT DAM 6X6 NON-LATEX                         
CWH-H09928,COLTENE-WHALEDENT DAM 5X5 GREEN NON-LATEX                   
CWH-H09945,COLTENE-WHALEDENT DAM 6X6 FLEXI NON-LATEX                   
CWH-H09946,COLTENE-WHALEDENT DAM 6X6 FLEXI NON-LATEX GREEN
CWH-L-721,COLTENE WHALEDENT TMS LINK PLUS SS SINGLE KIT               
CWH-P-244-3,COLTENE WHALEDENT PARAPOST PLUS SS #3 (10/PK)
CWH-P-244-4,COLTENE WHALEDENT PARAPOST PLUS SS #4 (10/PK)
CWH-P-244-4.5,Coltene Whaledent Parapost Plus SS #4.5 (10/Pk)               
CWH-P-244-5,COLTENE WHALEDENT PARAPOST PLUS SS #5 (10/PK)              
CWH-P-244-5.5,COLTENE WHALEDENT PARAPOST PLUS SS #5.5 (10/PK)             
CWH-P-284-5,COLTENE WHALEDENT PARAPOST PLUS TITANIUM #5 (12/PK)
CWH-P-42-3,COLTENE WHALEDENT PARAPOST DRILL #3 (3/PK)                  
CWH-P-42-4,COLTENE WHALEDENT PARAPOST DRILL #4 (3/PK)                  
CWH-P-42-4.5,COLTENE WHALEDENT PARAPOST DRILL #4.5 (3/PK)
CWH-P-42-5,COLTENE WHALEDENT PARAPOST DRILL #5 (3/PK)                  
CWH-P-44-3,COLTENE WHALEDENT PARAPOST SS #3 (10/PK)                    
CWH-P-44-4,COLTENE WHALEDENT PARAPOST SS #4 (10/PK)                    
CWH-P-44-4.5,COLTENE WHALEDENT PARAPOST SS #4.5 (10/PK)                  
CWH-P-44-5,COLTENE WHALEDENT PARAPOST SS #5 (10/PK)                    
CWH-P-623-0,COLTENE WHALEDENT PARAPOST XT DRILL #3 3/PK                 
CWH-P-680-T,COLTENE WHALEDENT PARAPOST XT INTRO KIT                     
CWH-P-683-0,COLTENE WHALEDENT PARAPOST XT #3 (10/PK)                    
CWH-P-684-0,COLTENE WHALEDENT PARAPOST XT #4 (10/PK)                    
CWH-P-684-5,COLTENE WHALEDENT PARAPOST XT #4.5 (10/PK)                  
CWH-P-685-0,COLTENE WHALEDENT PARAPOST XT #5 (10/PK)                    
CWH-P-685-5,COLTENE WHALEDENT PARAPOST XT #5.5 (10/PK)                  
CWH-P-88-3,COLTENE WHALEDENT PARAPOST XH TITANIUM #3 (10/PK)           
CWH-P-88-4,COLTENE WHALEDENT PARAPOST XH TITANIUM #4 (10/PK)           
CWH-P-88-5,COLTENE WHALEDENT PARAPOST XH TITANIUM #5 (10/PK)           
CWH-PF-161-3,Coltene Whaledent Parapost Fiber White #3 (5/Pk)           
CWH-PF-161-4.5,COLTENE WHALEDENT PARAPOST FIBER WHITE #4.5 (5/PK)          
CWH-PF-161-5,COLTENE WHALEDENT PARAPOST FIBER WHITE #5 (5/PK)            
CWH-PF-161-5.5,COLTENE WHALEDENT PARAPOST FIBER WHITE #5.5 (5/PK)          
CWH-PF-171-3,COLTENE WHALEDENT PARAPOST FIBER LUX WHITE #3 (5/PK)
CWH-PF-171-4,COLTENE WHALEDENT PARAPOST FIBER LUX YELLOW #4 (5/PK)       
CWH-PF-171-4.5,COLTENE WHALEDENT PARAPOST FIBER LUX BLUE #4.5 (5/PK)       
CWH-PF-171-5,COLTENE WHALEDENT PARAPOST FIBER LUX RED #5 (5/PK)          
CWH-PF-171-5.5,COLTENE WHALEDENT PARAPOST FIBER LUX PURPLE #5.5 (5/PK)
CWH-PF-171-6,COLTENE WHALEDENT PARAPOST FIBER LUX BLACK #6 (5/PK)
CWH-PF-180,COLTENE WHALEDENT PARAPOST TAPER  LUX INTRO KIT             
CWH-PF-181-4.5,COLTENE WHALEDENT PARAPOST TAPER LUX WHITE #4.5 (5/PK)      
CWH-PF-181-5,COLTENE WHALEDENT PARAPOST TAPER LUX WHITE #5 (5/PK)        
CWH-UC-30,COLTENE WHALEDENT BIOSONIC GENERAL PURPOSE CLEANER
CWH-UC-31,COLTENE WHALEDENT BIOSONIC CLEANER RUST INHIBITOR 15ML 20/BX
CWH-UC-32,COLTENE WHALEDENT BIOSONIC ENZYMATIC CLEANER                
CWH-UC-38,COLTENE WHALEDENT BIOSONIC DISINFECTANT CLEANER
DAN-15201,DANVILLE ALUMINUM OXIDE 90 MICRON BOTTLE TAN 1LB           
DAN-15301,DANVILLE ALUMINUM OXIDE 50 MICRON BOTTLE WHITE 1LB      
DAN-21000-03,DANVILLE MICROETCHER ERC MICRO SANDBLASTER W/ TIP           
DAN-85051,DANVILLE STARTFLOW SYRINGE 5 GM A1                          
DAN-85052,DANVILLE STARTFLOW SYRINGE 5 GM A2                          
DAN-87001,DANVILLE MICROPRIME B DESENSITIZER BOTTLE 10ML 
DAN-89432,ZIRC INSTI-DAM LATEX NATURAL 20/PK                          
DAN-89434,ZIRC INSTI-DAM LATEX NATURAL 20/PK                          
DAN-90157,DANVILLE TURBO TEMP 2 CROWN & BRIDGE MATERIAL 76GM A2       
DAN-90471,DANVILLE STARTFLOW SYRINGE 5 GM B1                          
DAN-90814,DANVILLE MICROPRIME G DESENSITIZING AGENT 35%               
DAN-90974,DANVILLE PRELUDE ADHESIVE 5ML BOTTLE                        
DAN-91024,DANVILLE PRELUDE SELF-ETCH REFILL 5ML                       
DAN-91074,DANVILLE ULTRA THIN FLEX MATRICES LARGE 100/PK             
DAN-91139,DANVILLE ULTRA THIN FLEX MATRICES SMALL 100/PK  
DAN-92964,DANVILLE TURBO TEMP 2 CROWN & BRIDGE MATERIAL 76GM A3       
DAN-93323,DANVILLE TURBO TEMP 3 CROWN & BRIDGE MATERIAL 76GM A1       
DAN-93324,DANVILLE TURBO TEMP 3 CROWN & BRIDGE MATERIAL 76GM A2       
DEN-122210,DENTSPLY SANI-TIP 250/BAG                                   
DEN-122215,DENTSPLY SANI-TIP BULK REFILL 1500/BX                       
DEN-122215-250,DENTSPLY SANI-TIP BULK REFILL 1500/BX                       
DEN-226180,DENTSPLY EZ-VIEW GREEN MASKED  8H 6V 4BW                    
DEN-540200,DENTSPLY SNAP A RAY FILM HOLDER 3/PK                        
DEN-540293,DENTSPLY SNAP A RAY FILM HOLDER 1/PK                        
DEN-540857,DENTSPLY XPC ANTERIOR BLUE PINS STAINLESS STEEL ARM         
DEN-540858,DENTSPLY XPC POSTERIOR YELLOW PINS STAINLESS STEEL ARM      
DEN-540860,DENTSPLY XPC POSTERIOR YELLOW AIMING RING                   
DEN-540861,DENTSPLY XPC ANTERIOR BLUE BITEBLOCKS 25/PK                 
DEN-540865,DENTSPLY XPC ANTERIOR BLUE AIMING RING                      
DEN-540927,DENTSPLY XPC BITEWING RED PINS STAINLESS STEEL ARM          
DEN-540929,DENTSPLY XPC BITEWING RED BITEBLOCKS FILM HORIZONTAL SIZE 2 
DEN-540933,DENTSPLY XPC BITEWING RED BITEBLOCK FILM HORIZONTAL SIZE 0/1
DEN-540934,DENTSPLY XPC BITEWING RED AIMING RING                       
DEN-550294             ,RINN EEZEE GRIP DIGITAL SENSOR HOLSTER
DEN-550773             ,DENTSPLY XPC ORA RING                                      
DEN-550774             ,DENTSPLY XPC ORA ARM                                       
DEN-605602,DENTSPLY JELTRATE-PLUS FAST-SET
DEN-60578320,DENTSPLY AQUASIL SOFT PUTTY REGULAR SET 2 X 450ML
DEN-608522,DENTSPLY JELTRATE FAST-SET
DEN-609001,DENTSPLY FYNAL CEMENT PACKAGE
DEN-610007,DENTSPLY IRM IVORY COMPLETE-KIT                             
DEN-610103,DENTSPLY ZOE B&T                                            
DEN-610200,DENTSPLY IRM CAPS 50/PK                                     
DEN-61605002,DENTSPLY VISCO-GEL BOTTLE STANDARD PACK
DEN-619500,DENTSPLY REGISIL 2X CARTRIDGE                               
DEN-61C101P,DENTSPLY SUREFIL SDR FLOW + COMPULA REFILL UNIVERSAL        
DEN-624045X,Dentsply Enhance Finishing Refill Discs (30/Bx)
DEN-624055X,Dentsply Enhance Finishing Refill Cups (30/Bx)
DEN-624065X,Dentsply Enhance Finishing Refill Points (30/Bx)
DEN-623401Y,
DEN-685611,DENTSPLY DYRACT FLOW A2                                     
DEN-685612,DENTSPLY DYRACT FLOW A3                                     
DEN-626155,DENTSPLY TRAY ADHESIVE                                      
DEN-626210,DENTSPLY REPROSIL CARTRIDGE REG. BODY                       
DEN-626220,DENTSPLY REPROSIL CARTRIDGE HEAVY BODY                      
DEN-626600,DENTSPLY REPROSIL CARTRIDGE LIGHT BODY                      
DEN-630617,DENTSPLY ESTHET-X HD COMPULES A1 (20/BX)                    
DEN-630618,DENTSPLY ESTHET-X HD COMPULES A2 (20/BX)                    
DEN-630619,DENTSPLY ESTHET-X HD COMPULES A3 (20/BX)                    
DEN-631400,DENTSPLY PRISMA GLOSS PASTE FINE                            
DEN-634352-6,Prime & Bond NT Light-Cure 
DEN-648020,DENTSPLY ESTHET-X FLOW SYRINGE REFILL A1 2/PK
DEN-648021,DENTSPLY ESTHET-X FLOW SYRINGE REFILL A2 2/PK
DEN-659010,DENTSPLY PALODENT MATRIX REFILL STANDARD 100/PK             
DEN-659020,DENTSPLY PALODENT MATRIX REFILL MINI 50/PK                  
DEN-659720V,DENTSPLY PALODENT V3 MATRICE REFILL 4.5MM 50/PK
DEN-659730V,DENTSPLY PALODENT V3 MATRICE REFILL 5.5MM 50/PK
DEN-659740V,DENTSPLY PALODENT V3 MATRICE REFILL 5.5MM 100/PK
DEN-659790V,DENTSPLY PALODENT V3 WEDGE REFILL MEDIUM 100/PK
DEN-66002861,DENTSPLY DISPERSALLOY 1 SPILL FAST SET                      
DEN-66002862,DENTSPLY DISPERSALLOY 2 SPILL FAST SET                      
DEN-656-2891,DENTSPLY DISPERSALLOY 1 SPILL REGULAR SET                   
DEN-66002891,DENTSPLY DISPERSALLOY 1 SPILL REGULAR SET                   
DEN-66002892,DENTSPLY DISPERSALLOY 2 SPILL REGULAR SET                   
DEN-663001,DENTSPLY AUTOMATRIX MED THIN REFILLS                        
DEN-663002,DENTSPLY AUTOMATRIX NARROW REGULAR REFILLS                  
DEN-663003,DENTSPLY AUTOMATRIX MED REG REFILLS                         
DEN-663004,DENTSPLY AUTOMATRIX WIDE REGULAR REFILLS                    
DEN-666210,DENTSPLY INTEGRITY REFILL PK A1                             
DEN-666220,DENTSPLY INTEGRITY REFILL PK A2                             
DEN-666230,DENTSPLY INTEGRITY REFILL PK A3.5                           
DEN-666240,DENTSPLY INTEGRITY REFILL PK B1                             
DEN-678768,DENTSPLY AQUASIL ULTRA REFILLS XLV REGULAR SET
DEN-678771,DENTSPLY AQUASIL ULTRA REFILLS LV REGULAR SET               
DEN-678773,DENTSPLY AQUASIL ULTRA REFILLS MONOPHASE REGULAR SET        
DEN-678774,DENTSPLY AQUASIL ULTRA REFILLS MONOPHASE FAST SET           
DEN-678775,DENTSPLY AQUASIL ULTRA REFILLS HEAVY REGULAR SET            
DEN-678776,DENTSPLY AQUASIL ULTRA REFILLS HEAVY FAST SET               
DEN-801211,DENTSPLY NUPRO PROPHY PASTE ORANGE CUPS COARSE              
DEN-801212,DENTSPLY NUPRO PROPHY PASTE MINT CUPS COARSE                
DEN-801222,DENTSPLY NUPRO PROPHY PASTE MINT CUPS MEDIUM                
DEN-801227,DENTSPLY NUPRO PROPHY PASTE GRAPE CUPS COARSE               
DEN-801232,DENTSPLY NUPRO PROPHY PASTE MINT CUPS FINE                  
DEN-801299,DENTSPLY NUPRO PROPHY PASTE MINT CUPS PLUS                  
DEN-801306,DENTSPLY NUPRO PROPHY PASTE COOKIE DOUGH CUPS COARSE        
DEN-801309,DENTSPLY NUPRO PROPHY PASTE RAZZBERRY CUPS COARSE           
DEN-801322,DENTSPLY NUPRO PROPHY PASTE CHERRYBLAST CUPS COARSE         
DEN-80293,DENTSPLY CAVITRON 25K FSI-10 INSERT               
DEN-80392,DENTSPLY CAVITRON 25K FSI SLI 10S                           
DEN-80393,DENTSPLY CAVITRON 25K FSI SLI 10L                           
DEN-80395,DENTSPLY CAVITRON 30K FSI SLI-10S                           
DEN-80396,DENTSPLY CAVITRON 30K FSI SLI-10L
DEN-80397,DENTSPLY CAVITRON 30K FSI SLI-10R
DEN-80796,DENTSPLY CAVITRON 25K FSI-1000
DEN-80799,DENTSPLY CAVITRON 30K FSI-1000                              
DEN-XTIP50,DENTSPLY XTIP 50PK REFILL                                   
DIA-202-603,DIADENT DIA PAPER POINTS FINE 200 BX                        
DIA-ML150-S602,"DIA-PRO T - F2 GUTTA PERCHA POINTS 60/BOX. HAND ROLLED, COLOR CODED. "
DMG-110401,DMG LUXATEMP AUTOMIX PLUS REFILL A1
DMG-110402,DMG LUXATEMP AUTOMIX PLUS REFILL A2
EDS-130-0,ESSENTIAL DENTAL SYSTEMS FLEXI-POST SS YELLOW #0 10/PK     
EDS-130-01,ESSENTIAL DENTAL SYSTEMS FLEXI-POST SS RED #1 10/PK        
EDS-135-0,ESSENTIAL DENTAL SYSTEMS FLEXI-POST TI YELLOW #0 10/PK     
EDS-135-01,ESSENTIAL DENTAL SYSTEMS FLEXI-POST TI RED #1 10/PK        
